Restaurant ID,Restaurant Name,City,Locality,Cuisines,Aggregate rating,Votes,Price range,Average Cost for two,Has Table booking,Has Online delivery,content_features
8365,Domino's Pizza,New Delhi,Janakpuri,"Pizza, Fast Food",3.4,88,2,700,No,No,Pizza  Fast Food NewDelhi Janakpuri Price2 TableBooking_No Delivery_No
307699,GPW - The Food Hub,New Delhi,Janakpuri,"North Indian, Chinese",3.0,70,1,400,No,Yes,North Indian  Chinese NewDelhi Janakpuri Price1 TableBooking_No Delivery_Yes
305723,Green Bhojanalya,New Delhi,Janakpuri,North Indian,3.2,96,1,400,No,Yes,North Indian NewDelhi Janakpuri Price1 TableBooking_No Delivery_Yes
18175283,Hira Sweets,New Delhi,Janakpuri,"North Indian, South Indian, Street Food, Fast Food, Mithai",2.5,85,2,600,No,No,North Indian  South Indian  Street Food  Fast Food  Mithai NewDelhi Janakpuri Price2 TableBooking_No Delivery_No
4018,Hot Curries,New Delhi,Janakpuri,"North Indian, Mughlai, Chinese",3.4,60,2,700,No,Yes,North Indian  Mughlai  Chinese NewDelhi Janakpuri Price2 TableBooking_No Delivery_Yes
4019,Meenu Caterers,New Delhi,Janakpuri,"North Indian, Chinese",2.7,82,2,600,No,Yes,North Indian  Chinese NewDelhi Janakpuri Price2 TableBooking_No Delivery_Yes
482,Moti Mahal Delux,New Delhi,Janakpuri,"North Indian, Mughlai, Chinese",2.6,105,3,1000,Yes,Yes,North Indian  Mughlai  Chinese NewDelhi Janakpuri Price3 TableBooking_Yes Delivery_Yes
355,New Kadimi,New Delhi,Janakpuri,"North Indian, South Indian, Chinese, Fast Food",2.5,162,2,600,No,Yes,North Indian  South Indian  Chinese  Fast Food NewDelhi Janakpuri Price2 TableBooking_No Delivery_Yes
1104,Polka Pastry & Snack Bar,New Delhi,Janakpuri,"Bakery, Fast Food",3.2,62,1,350,No,No,Bakery  Fast Food NewDelhi Janakpuri Price1 TableBooking_No Delivery_No
300994,Pudding & Pie,New Delhi,Janakpuri,"Bakery, Fast Food",3.4,66,1,450,No,No,Bakery  Fast Food NewDelhi Janakpuri Price1 TableBooking_No Delivery_No
310691,Singz,New Delhi,Janakpuri,"North Indian, Chinese",2.5,46,2,700,No,No,North Indian  Chinese NewDelhi Janakpuri Price2 TableBooking_No Delivery_No
303247,Slice of Italy,New Delhi,Janakpuri,"Italian, Pizza, Bakery",3.4,198,2,700,No,Yes,Italian  Pizza  Bakery NewDelhi Janakpuri Price2 TableBooking_No Delivery_Yes
311616,Subway,New Delhi,Janakpuri,"American, Fast Food, Salad, Healthy Food",3.1,69,2,500,No,Yes,American  Fast Food  Salad  Healthy Food NewDelhi Janakpuri Price2 TableBooking_No Delivery_Yes
7025,Suruchee,New Delhi,Janakpuri,"Bengali, North Indian",3.4,52,2,500,No,Yes,Bengali  North Indian NewDelhi Janakpuri Price2 TableBooking_No Delivery_Yes
301335,The Bubble Tea Cafe,New Delhi,Janakpuri,Cafe,3.0,182,2,600,No,Yes,Cafe NewDelhi Janakpuri Price2 TableBooking_No Delivery_Yes
4016,The Destination,New Delhi,Janakpuri,"Chinese, Mughlai",3.3,85,3,1400,Yes,Yes,Chinese  Mughlai NewDelhi Janakpuri Price3 TableBooking_Yes Delivery_Yes
18238968,The Night Delights,New Delhi,Janakpuri,"North Indian, Chinese",3.4,102,2,800,No,Yes,North Indian  Chinese NewDelhi Janakpuri Price2 TableBooking_No Delivery_Yes
18175340,Tingling Pepper,New Delhi,Janakpuri,"North Indian, Chinese, Continental, Fast Food",3.4,69,1,400,No,Yes,North Indian  Chinese  Continental  Fast Food NewDelhi Janakpuri Price1 TableBooking_No Delivery_Yes
313498,Wah G Wah,New Delhi,Janakpuri,"North Indian, Chinese",2.7,37,1,450,No,Yes,North Indian  Chinese NewDelhi Janakpuri Price1 TableBooking_No Delivery_Yes
18421049,Midnight Hunger Hub,New Delhi,Janakpuri,"North Indian, Fast Food, Italian, Asian",4.5,50,2,800,No,Yes,North Indian  Fast Food  Italian  Asian NewDelhi Janakpuri Price2 TableBooking_No Delivery_Yes
18345739,BarShala,New Delhi,Janakpuri,Finger Food,3.5,40,2,600,No,No,Finger Food NewDelhi Janakpuri Price2 TableBooking_No Delivery_No
18261158,Bemisaal Reloaded,New Delhi,Janakpuri,"North Indian, Chinese",3.8,128,3,1250,No,Yes,North Indian  Chinese NewDelhi Janakpuri Price3 TableBooking_No Delivery_Yes
4010,Bon App��tit,New Delhi,Janakpuri,Fast Food,3.8,212,1,350,No,Yes,Fast Food NewDelhi Janakpuri Price1 TableBooking_No Delivery_Yes
309283,Burger Point,New Delhi,Janakpuri,"Burger, Fast Food",3.6,164,1,300,No,No,Burger  Fast Food NewDelhi Janakpuri Price1 TableBooking_No Delivery_No
17977755,Cakes 'n' Crumbs,New Delhi,Janakpuri,Bakery,3.6,70,1,400,No,Yes,Bakery NewDelhi Janakpuri Price1 TableBooking_No Delivery_Yes
5388,China Fort,New Delhi,Janakpuri,"Chinese, North Indian, Thai",3.5,74,2,700,No,Yes,Chinese  North Indian  Thai NewDelhi Janakpuri Price2 TableBooking_No Delivery_Yes
4723,Giani,New Delhi,Janakpuri,"Ice Cream, Desserts",3.5,33,1,400,No,Yes,Ice Cream  Desserts NewDelhi Janakpuri Price1 TableBooking_No Delivery_Yes
311889,Hot Cherries,New Delhi,Janakpuri,Bakery,3.6,116,1,400,No,No,Bakery NewDelhi Janakpuri Price1 TableBooking_No Delivery_No
311922,KFC,New Delhi,Janakpuri,"American, Fast Food",3.5,62,2,500,No,Yes,American  Fast Food NewDelhi Janakpuri Price2 TableBooking_No Delivery_Yes
185,McDonald's,New Delhi,Janakpuri,"Fast Food, Burger",3.6,179,2,500,No,Yes,Fast Food  Burger NewDelhi Janakpuri Price2 TableBooking_No Delivery_Yes
18268370,Pasta Xpress,New Delhi,Janakpuri,"Italian, Fast Food",3.6,56,2,700,No,Yes,Italian  Fast Food NewDelhi Janakpuri Price2 TableBooking_No Delivery_Yes
4021,Tandoor Bar-Be-Que,New Delhi,Janakpuri,"North Indian, Mughlai",3.5,131,2,600,No,Yes,North Indian  Mughlai NewDelhi Janakpuri Price2 TableBooking_No Delivery_Yes
300527,TBK Kulcha's,New Delhi,Janakpuri,"Fast Food, Street Food",3.6,155,1,300,No,Yes,Fast Food  Street Food NewDelhi Janakpuri Price1 TableBooking_No Delivery_Yes
18219547,The Pindi,New Delhi,Janakpuri,"North Indian, Chinese, Mughlai",3.5,100,3,1300,Yes,Yes,North Indian  Chinese  Mughlai NewDelhi Janakpuri Price3 TableBooking_Yes Delivery_Yes
18412874,The Tangy Tomatoes,New Delhi,Janakpuri,"Italian, Chinese, Fast Food, North Indian",3.7,32,1,400,No,Yes,Italian  Chinese  Fast Food  North Indian NewDelhi Janakpuri Price1 TableBooking_No Delivery_Yes
18244719,Thela,New Delhi,Janakpuri,"North Indian, Fast Food, Chinese",3.5,87,2,500,No,Yes,North Indian  Fast Food  Chinese NewDelhi Janakpuri Price2 TableBooking_No Delivery_Yes
18322665,Wah Ji Wah,New Delhi,Janakpuri,"North Indian, Chinese",3.7,61,1,450,Yes,Yes,North Indian  Chinese NewDelhi Janakpuri Price1 TableBooking_Yes Delivery_Yes
7018,Muffins,New Delhi,Janakpuri,"Bakery, Fast Food",1.9,66,1,250,No,No,Bakery  Fast Food NewDelhi Janakpuri Price1 TableBooking_No Delivery_No
18446409,Food Scouts,New Delhi,Janakpuri,"North Indian, Chinese, Continental",4.3,22,2,700,No,Yes,North Indian  Chinese  Continental NewDelhi Janakpuri Price2 TableBooking_No Delivery_Yes
7891,Aggarwal Sweet India,New Delhi,Jangpura,"Mithai, Street Food",2.8,15,1,150,No,No,Mithai  Street Food NewDelhi Jangpura Price1 TableBooking_No Delivery_No
304445,Bhola Dhaba,New Delhi,Jangpura,North Indian,2.8,30,1,300,No,Yes,North Indian NewDelhi Jangpura Price1 TableBooking_No Delivery_Yes
18337922,Cake Me Up,New Delhi,Jangpura,Bakery,3.1,7,1,400,No,No,Bakery NewDelhi Jangpura Price1 TableBooking_No Delivery_No
18357562,Chawla Snacks,New Delhi,Jangpura,North Indian,2.9,4,1,250,No,No,North Indian NewDelhi Jangpura Price1 TableBooking_No Delivery_No
9602,Chef Joint,New Delhi,Jangpura,"North Indian, Chinese",3.2,45,1,400,No,Yes,North Indian  Chinese NewDelhi Jangpura Price1 TableBooking_No Delivery_Yes
310305,China Hut,New Delhi,Jangpura,Chinese,3.0,16,1,400,No,Yes,Chinese NewDelhi Jangpura Price1 TableBooking_No Delivery_Yes
18025100,Chinese Hut,New Delhi,Jangpura,"Chinese, Fast Food",2.8,5,1,450,No,Yes,Chinese  Fast Food NewDelhi Jangpura Price1 TableBooking_No Delivery_Yes
18355110,Curries & Kebabs,New Delhi,Jangpura,"North Indian, Mughlai, Chinese",2.7,7,2,500,No,Yes,North Indian  Mughlai  Chinese NewDelhi Jangpura Price2 TableBooking_No Delivery_Yes
18322676,Giani's,New Delhi,Jangpura,"Ice Cream, Desserts",3.1,9,1,400,No,No,Ice Cream  Desserts NewDelhi Jangpura Price1 TableBooking_No Delivery_No
308488,Green Chick Chop,New Delhi,Jangpura,"Raw Meats, North Indian, Fast Food",3.1,15,1,350,No,No,Raw Meats  North Indian  Fast Food NewDelhi Jangpura Price1 TableBooking_No Delivery_No
7874,Kabul Restaurant,New Delhi,Jangpura,"Mughlai, Afghani",2.8,25,1,450,No,No,Mughlai  Afghani NewDelhi Jangpura Price1 TableBooking_No Delivery_No
18313115,Kadimi Dukan,New Delhi,Jangpura,"Street Food, Mithai",3.2,10,1,200,No,No,Street Food  Mithai NewDelhi Jangpura Price1 TableBooking_No Delivery_No
302514,Kadimi Sweets,New Delhi,Jangpura,"Mithai, Street Food",3.1,42,1,200,No,No,Mithai  Street Food NewDelhi Jangpura Price1 TableBooking_No Delivery_No
9573,McDonald's,New Delhi,Jangpura,"Fast Food, Burger",3.4,62,2,500,No,Yes,Fast Food  Burger NewDelhi Jangpura Price2 TableBooking_No Delivery_Yes
7892,Modi Pastry Corner,New Delhi,Jangpura,"Bakery, Fast Food",2.6,17,1,100,No,No,Bakery  Fast Food NewDelhi Jangpura Price1 TableBooking_No Delivery_No
9568,New Evergreen Hotel,New Delhi,Jangpura,"North Indian, Mughlai",2.9,7,1,450,No,No,North Indian  Mughlai NewDelhi Jangpura Price1 TableBooking_No Delivery_No
3681,Nikku Hotel,New Delhi,Jangpura,"North Indian, Chinese, Fast Food",2.6,9,2,500,No,Yes,North Indian  Chinese  Fast Food NewDelhi Jangpura Price2 TableBooking_No Delivery_Yes
3337,Om Hotel,New Delhi,Jangpura,"North Indian, Mughlai, South Indian",3.3,140,2,600,No,No,North Indian  Mughlai  South Indian NewDelhi Jangpura Price2 TableBooking_No Delivery_No
310101,Pakeeza Burger,New Delhi,Jangpura,"North Indian, Afghani",2.6,15,2,600,No,No,North Indian  Afghani NewDelhi Jangpura Price2 TableBooking_No Delivery_No
7889,Paljees Fresh Baked,New Delhi,Jangpura,"Bakery, Desserts, Fast Food",3.1,16,1,200,No,No,Bakery  Desserts  Fast Food NewDelhi Jangpura Price1 TableBooking_No Delivery_No
7879,Pinka's Rasoi,New Delhi,Jangpura,North Indian,3.1,21,2,500,No,Yes,North Indian NewDelhi Jangpura Price2 TableBooking_No Delivery_Yes
310469,Republic of Chicken,New Delhi,Jangpura,"Raw Meats, Fast Food",2.8,5,1,400,No,No,Raw Meats  Fast Food NewDelhi Jangpura Price1 TableBooking_No Delivery_No
18449787,Sandwich & Sons,New Delhi,Jangpura,Fast Food,3.2,24,2,500,No,Yes,Fast Food NewDelhi Jangpura Price2 TableBooking_No Delivery_Yes
303608,Simple Restaurant,New Delhi,Jangpura,"North Indian, Chinese",3.0,15,2,500,No,No,North Indian  Chinese NewDelhi Jangpura Price2 TableBooking_No Delivery_No
307785,Subway,New Delhi,Jangpura,"American, Fast Food, Salad, Healthy Food",3.3,78,2,500,No,Yes,American  Fast Food  Salad  Healthy Food NewDelhi Jangpura Price2 TableBooking_No Delivery_Yes
310100,Tempting Bar-B-Que,New Delhi,Jangpura,"North Indian, Chinese",3.3,29,2,650,No,Yes,North Indian  Chinese NewDelhi Jangpura Price2 TableBooking_No Delivery_Yes
310468,The Biryani Hut,New Delhi,Jangpura,Biryani,2.9,5,1,400,No,No,Biryani NewDelhi Jangpura Price1 TableBooking_No Delivery_No
3339,Beliram Degchiwala,New Delhi,Jangpura,"North Indian, Mughlai",3.5,107,2,900,No,Yes,North Indian  Mughlai NewDelhi Jangpura Price2 TableBooking_No Delivery_Yes
18369763,Instapizza,New Delhi,Jangpura,"Pizza, Fast Food",3.9,55,2,900,No,Yes,Pizza  Fast Food NewDelhi Jangpura Price2 TableBooking_No Delivery_Yes
312949,Janta Bakery,New Delhi,Jangpura,"Bakery, Fast Food",3.6,32,1,150,No,No,Bakery  Fast Food NewDelhi Jangpura Price1 TableBooking_No Delivery_No
3684,Pal Refreshment Corner,New Delhi,Jangpura,"North Indian, Chinese",3.5,32,2,500,No,Yes,North Indian  Chinese NewDelhi Jangpura Price2 TableBooking_No Delivery_Yes
18463963,Transform Nutrition,New Delhi,Jangpura,"Healthy Food, Continental",3.5,19,1,400,No,No,Healthy Food  Continental NewDelhi Jangpura Price1 TableBooking_No Delivery_No
18357554,Bhashi Caterers,New Delhi,Jangpura,North Indian,0.0,3,2,600,No,Yes,North Indian NewDelhi Jangpura Price2 TableBooking_No Delivery_Yes
310102,Birbal Ji Dhaba,New Delhi,Jangpura,North Indian,0.0,1,1,350,No,No,North Indian NewDelhi Jangpura Price1 TableBooking_No Delivery_No
18243438,Chaap Express,New Delhi,Jangpura,North Indian,0.0,2,1,300,No,No,North Indian NewDelhi Jangpura Price1 TableBooking_No Delivery_No
18419915,Daawat-e-Mehak,New Delhi,Jangpura,"North Indian, Mughlai, Chinese",0.0,0,1,350,No,No,North Indian  Mughlai  Chinese NewDelhi Jangpura Price1 TableBooking_No Delivery_No
18479001,Delhi Biryani Hut,New Delhi,Jangpura,Mughlai,0.0,0,1,300,No,No,Mughlai NewDelhi Jangpura Price1 TableBooking_No Delivery_No
18419906,K. B. Eating Point,New Delhi,Jangpura,"Chinese, South Indian",0.0,0,1,250,No,Yes,Chinese  South Indian NewDelhi Jangpura Price1 TableBooking_No Delivery_Yes
18419911,Kashmiri Wazwan,New Delhi,Jangpura,Kashmiri,0.0,1,1,250,No,No,Kashmiri NewDelhi Jangpura Price1 TableBooking_No Delivery_No
18419919,Maan Singh Halwai,New Delhi,Jangpura,Mithai,0.0,0,1,100,No,No,Mithai NewDelhi Jangpura Price1 TableBooking_No Delivery_No
18294233,Mughlai Darbar Muradabadi,New Delhi,Jangpura,Mughlai,0.0,0,1,300,No,No,Mughlai NewDelhi Jangpura Price1 TableBooking_No Delivery_No
18419901,P.S. Chinese & Thai Food,New Delhi,Jangpura,Chinese,0.0,0,1,300,No,No,Chinese NewDelhi Jangpura Price1 TableBooking_No Delivery_No
18481273,Pak Afghan Restaurant,New Delhi,Jangpura,Afghani,0.0,0,1,300,No,No,Afghani NewDelhi Jangpura Price1 TableBooking_No Delivery_No
18313119,Pakeeza Restaurants,New Delhi,Jangpura,Mughlai,0.0,0,2,500,No,No,Mughlai NewDelhi Jangpura Price2 TableBooking_No Delivery_No
18486830,Radhe Shyam Chole Bhature,New Delhi,Jangpura,Street Food,0.0,0,1,100,No,No,Street Food NewDelhi Jangpura Price1 TableBooking_No Delivery_No
18453186,Sanjha Chulha,New Delhi,Jangpura,"North Indian, Mughlai",0.0,1,2,700,Yes,No,North Indian  Mughlai NewDelhi Jangpura Price2 TableBooking_Yes Delivery_No
18354663,Sardar A Pure Meat Shop,New Delhi,Jangpura,"Raw Meats, Fast Food",0.0,3,1,300,No,No,Raw Meats  Fast Food NewDelhi Jangpura Price1 TableBooking_No Delivery_No
18419897,Shahi Muradabadi & Hyderabadi,New Delhi,Jangpura,Mughlai,0.0,0,1,200,No,No,Mughlai NewDelhi Jangpura Price1 TableBooking_No Delivery_No
18481322,Shankar Chinese Foods,New Delhi,Jangpura,"Chinese, Fast Food",0.0,0,1,200,No,No,Chinese  Fast Food NewDelhi Jangpura Price1 TableBooking_No Delivery_No
18357557,Shri Ram Sweets,New Delhi,Jangpura,"South Indian, Street Food, Chinese",0.0,2,1,300,No,No,South Indian  Street Food  Chinese NewDelhi Jangpura Price1 TableBooking_No Delivery_No
18025096,Subhash Punjabi Family Dhaba,New Delhi,Jangpura,North Indian,0.0,1,1,350,No,Yes,North Indian NewDelhi Jangpura Price1 TableBooking_No Delivery_Yes
18286922,Tandoori Nature,New Delhi,Jangpura,North Indian,0.0,0,1,400,No,No,North Indian NewDelhi Jangpura Price1 TableBooking_No Delivery_No
18458302,Tinker Koch,New Delhi,Jangpura,North Indian,0.0,0,1,300,No,No,North Indian NewDelhi Jangpura Price1 TableBooking_No Delivery_No
18447302,Wakhra Swag,New Delhi,Jangpura,"South Indian, Chinese, Fast Food",0.0,0,1,200,No,No,South Indian  Chinese  Fast Food NewDelhi Jangpura Price1 TableBooking_No Delivery_No
300744,Chawla's�_,New Delhi,Jangpura,"North Indian, Mughlai",2.3,126,2,800,Yes,Yes,North Indian  Mughlai NewDelhi Jangpura Price2 TableBooking_Yes Delivery_Yes
8509,Barbeque Nation,New Delhi,Jangpura,"North Indian, Chinese",4.0,744,3,1600,No,No,North Indian  Chinese NewDelhi Jangpura Price3 TableBooking_No Delivery_No
3338,Novelty Dairy & Stores,New Delhi,Jangpura,Fast Food,4.1,352,1,200,No,No,Fast Food NewDelhi Jangpura Price1 TableBooking_No Delivery_No
18133513,Caara Cafe,New Delhi,Janpath,"Cafe, European",3.3,59,2,600,No,No,Cafe  European NewDelhi Janpath Price2 TableBooking_No Delivery_No
619,Cafe Coffee Day - The Lounge,New Delhi,Janpath,Cafe,3.3,81,2,750,No,No,Cafe NewDelhi Janpath Price2 TableBooking_No Delivery_No
300581,Cafe Coffee Day,New Delhi,Janpath,Cafe,3.1,34,1,450,No,No,Cafe NewDelhi Janpath Price1 TableBooking_No Delivery_No
300577,Costa Coffee,New Delhi,Janpath,Cafe,3.4,31,2,600,No,No,Cafe NewDelhi Janpath Price2 TableBooking_No Delivery_No
6174,Gulnar - Hotel Janpath,New Delhi,Janpath,"North Indian, Chinese",3.2,40,4,2000,Yes,No,North Indian  Chinese NewDelhi Janpath Price4 TableBooking_Yes Delivery_No
300593,Kalpana Restaurant,New Delhi,Janpath,"North Indian, Chinese, Mughlai",3.2,40,2,500,No,Yes,North Indian  Chinese  Mughlai NewDelhi Janpath Price2 TableBooking_No Delivery_Yes
300589,Meenas,New Delhi,Janpath,"North Indian, Chinese",2.9,7,2,550,No,No,North Indian  Chinese NewDelhi Janpath Price2 TableBooking_No Delivery_No
261,Pizza Hut,New Delhi,Janpath,"Italian, Pizza, Fast Food",3.4,116,3,1000,No,Yes,Italian  Pizza  Fast Food NewDelhi Janpath Price3 TableBooking_No Delivery_Yes
18400724,Prince Chaat Corner,New Delhi,Janpath,Street Food,3.2,12,1,150,No,No,Street Food NewDelhi Janpath Price1 TableBooking_No Delivery_No
300591,Rajeev Restaurant,New Delhi,Janpath,North Indian,3.0,5,1,200,No,No,North Indian NewDelhi Janpath Price1 TableBooking_No Delivery_No
18372578,RSVP,New Delhi,Janpath,Finger Food,2.7,16,4,3000,No,No,Finger Food NewDelhi Janpath Price4 TableBooking_No Delivery_No
307371,Samridhi,New Delhi,Janpath,"Kerala, South Indian",3.2,85,1,350,No,No,Kerala  South Indian NewDelhi Janpath Price1 TableBooking_No Delivery_No
300584,Shan E Dilli,New Delhi,Janpath,North Indian,3.0,7,1,400,No,No,North Indian NewDelhi Janpath Price1 TableBooking_No Delivery_No
18462606,Svasti Cafe,New Delhi,Janpath,"North Indian, Fast Food, Bihari",3.1,6,2,800,Yes,No,North Indian  Fast Food  Bihari NewDelhi Janpath Price2 TableBooking_Yes Delivery_No
18357558,The Zest,New Delhi,Janpath,"North Indian, Continental",3.2,11,3,1100,Yes,No,North Indian  Continental NewDelhi Janpath Price3 TableBooking_Yes Delivery_No
18345728,Masala Library,New Delhi,Janpath,Modern Indian,4.9,408,4,5000,No,No,Modern Indian NewDelhi Janpath Price4 TableBooking_No Delivery_No
301301,Bhogal Chole Bhature Wala,New Delhi,Janpath,Street Food,3.8,47,1,150,No,No,Street Food NewDelhi Janpath Price1 TableBooking_No Delivery_No
18249111,Bunta Bar,New Delhi,Janpath,"Modern Indian, North Indian",3.9,450,3,1200,Yes,No,Modern Indian  North Indian NewDelhi Janpath Price3 TableBooking_Yes Delivery_No
308280,Cafe Coffee Day The Square,New Delhi,Janpath,Cafe,3.7,49,2,700,No,No,Cafe NewDelhi Janpath Price2 TableBooking_No Delivery_No
309807,Cottage Caf�� by Smoothie factory,New Delhi,Janpath,"Cafe, Desserts, Healthy Food, Juices",3.7,223,2,650,No,Yes,Cafe  Desserts  Healthy Food  Juices NewDelhi Janpath Price2 TableBooking_No Delivery_Yes
8451,Depaul's,New Delhi,Janpath,Fast Food,3.7,475,1,200,No,No,Fast Food NewDelhi Janpath Price1 TableBooking_No Delivery_No
3782,Fresc Co,New Delhi,Janpath,"Italian, Mediterranean",3.8,1347,3,1900,Yes,Yes,Italian  Mediterranean NewDelhi Janpath Price3 TableBooking_Yes Delivery_Yes
18168125,Informal,New Delhi,Janpath,"North Indian, Spanish, Mediterranean",3.9,555,3,1200,Yes,No,North Indian  Spanish  Mediterranean NewDelhi Janpath Price3 TableBooking_Yes Delivery_No
311982,Lutyens Cocktail House,New Delhi,Janpath,"North Indian, Lebanese, European, Mexican",3.9,299,4,2100,Yes,No,North Indian  Lebanese  European  Mexican NewDelhi Janpath Price4 TableBooking_Yes Delivery_No
182,McDonald's,New Delhi,Janpath,"Fast Food, Burger",3.8,158,2,500,No,Yes,Fast Food  Burger NewDelhi Janpath Price2 TableBooking_No Delivery_Yes
18349923,Office Office,New Delhi,Janpath,"North Indian, Continental",3.9,291,3,1200,No,No,North Indian  Continental NewDelhi Janpath Price3 TableBooking_No Delivery_No
311871,Pappu Chat Bhandar,New Delhi,Janpath,Street Food,3.5,19,1,150,No,No,Street Food NewDelhi Janpath Price1 TableBooking_No Delivery_No
8911,The Beer Cafe,New Delhi,Janpath,"Finger Food, North Indian",3.6,1058,3,1250,Yes,No,Finger Food  North Indian NewDelhi Janpath Price3 TableBooking_Yes Delivery_No
18398618,The Masala Trail,New Delhi,Janpath,"North Indian, South Indian, Street Food",3.9,303,2,800,Yes,Yes,North Indian  South Indian  Street Food NewDelhi Janpath Price2 TableBooking_Yes Delivery_Yes
18486847,Chill House Kafe,New Delhi,Janpath,Cafe,0.0,1,1,250,No,No,Cafe NewDelhi Janpath Price1 TableBooking_No Delivery_No
18394362,Connoisseur,New Delhi,Janpath,Bakery,0.0,0,1,400,No,No,Bakery NewDelhi Janpath Price1 TableBooking_No Delivery_No
18380392,Mahesh Chaat Corner,New Delhi,Janpath,"Chinese, Fast Food, Pizza",0.0,0,1,250,No,No,Chinese  Fast Food  Pizza NewDelhi Janpath Price1 TableBooking_No Delivery_No
18458647,Pind Balluchi,New Delhi,Janpath,"North Indian, Mughlai",0.0,3,3,1000,Yes,No,North Indian  Mughlai NewDelhi Janpath Price3 TableBooking_Yes Delivery_No
18124375,Queen's Way,New Delhi,Janpath,"North Indian, Mughlai",0.0,2,2,500,No,No,North Indian  Mughlai NewDelhi Janpath Price2 TableBooking_No Delivery_No
300582,Sea Lord,New Delhi,Janpath,"North Indian, South Indian",0.0,3,1,250,No,No,North Indian  South Indian NewDelhi Janpath Price1 TableBooking_No Delivery_No
18306547,52 Janpath,New Delhi,Janpath,"American, Italian, North Indian, European, Thai",4.2,361,3,1550,Yes,No,American  Italian  North Indian  European  Thai NewDelhi Janpath Price3 TableBooking_Yes Delivery_No
18424189,Cafe Southall,New Delhi,Janpath,"North Indian, Italian, Continental, Asian",4.2,162,3,1350,Yes,No,North Indian  Italian  Continental  Asian NewDelhi Janpath Price3 TableBooking_Yes Delivery_No
899,Saravana Bhavan,New Delhi,Janpath,South Indian,4.2,1869,2,500,No,Yes,South Indian NewDelhi Janpath Price2 TableBooking_No Delivery_Yes
18357911,Tourist Janpath,New Delhi,Janpath,"North Indian, American, Chinese",4.1,501,4,2000,Yes,No,North Indian  American  Chinese NewDelhi Janpath Price4 TableBooking_Yes Delivery_No
7901,Cafe Coffee Day,New Delhi,Jasola,Cafe,3.1,23,1,450,No,No,Cafe NewDelhi Jasola Price1 TableBooking_No Delivery_No
309778,Cafe Punjabi,New Delhi,Jasola,North Indian,3.3,33,1,300,No,No,North Indian NewDelhi Jasola Price1 TableBooking_No Delivery_No
18359262,Chai Garam,New Delhi,Jasola,"Beverages, Fast Food",2.9,6,1,300,No,No,Beverages  Fast Food NewDelhi Jasola Price1 TableBooking_No Delivery_No
18358682,Chai Shots,New Delhi,Jasola,"Beverages, Fast Food",3.0,15,1,200,No,No,Beverages  Fast Food NewDelhi Jasola Price1 TableBooking_No Delivery_No
18413811,Chao Cart,New Delhi,Jasola,Chinese,3.1,4,1,400,No,No,Chinese NewDelhi Jasola Price1 TableBooking_No Delivery_No
8160,Deli Belly,New Delhi,Jasola,"North Indian, Italian, Continental",2.6,49,3,1000,Yes,No,North Indian  Italian  Continental NewDelhi Jasola Price3 TableBooking_Yes Delivery_No
18240023,Ego,New Delhi,Jasola,"Continental, Italian",3.3,14,2,800,Yes,No,Continental  Italian NewDelhi Jasola Price2 TableBooking_Yes Delivery_No
306038,Fresh n Refresh,New Delhi,Jasola,Fast Food,2.8,22,2,500,No,No,Fast Food NewDelhi Jasola Price2 TableBooking_No Delivery_No
18337775,Jack Po!tato's,New Delhi,Jasola,Fast Food,3.3,15,1,150,No,No,Fast Food NewDelhi Jasola Price1 TableBooking_No Delivery_No
18241514,Moti Mahal Delux,New Delhi,Jasola,"North Indian, Mughlai",2.8,26,2,950,Yes,Yes,North Indian  Mughlai NewDelhi Jasola Price2 TableBooking_Yes Delivery_Yes
7912,Pizza Hut Delivery,New Delhi,Jasola,"Italian, Pizza, Fast Food",2.5,47,2,800,No,Yes,Italian  Pizza  Fast Food NewDelhi Jasola Price2 TableBooking_No Delivery_Yes
18387753,Riviera,New Delhi,Jasola,"Continental, North Indian, Chinese, Mughlai, Asian",3.2,8,3,1000,Yes,No,Continental  North Indian  Chinese  Mughlai  Asian NewDelhi Jasola Price3 TableBooking_Yes Delivery_No
9700,Subway,New Delhi,Jasola,"American, Fast Food, Salad, Healthy Food",2.8,67,2,500,No,Yes,American  Fast Food  Salad  Healthy Food NewDelhi Jasola Price2 TableBooking_No Delivery_Yes
307342,Tamura,New Delhi,Jasola,Japanese,3.3,19,3,1500,Yes,No,Japanese NewDelhi Jasola Price3 TableBooking_Yes Delivery_No
301898,ANF Kitchen Express,New Delhi,Jasola,"North Indian, Fast Food",3.5,49,1,450,No,No,North Indian  Fast Food NewDelhi Jasola Price1 TableBooking_No Delivery_No
18322937,Mumu Dahlin,New Delhi,Jasola,"Continental, North Indian, Chinese, Cafe",3.8,92,3,1000,Yes,No,Continental  North Indian  Chinese  Cafe NewDelhi Jasola Price3 TableBooking_Yes Delivery_No
18303834,Startup Cafe,New Delhi,Jasola,Cafe,3.7,78,2,500,No,Yes,Cafe NewDelhi Jasola Price2 TableBooking_No Delivery_Yes
18241883,Starvin' Marvin,New Delhi,Jasola,"Italian, Mexican, Lebanese, Continental",3.8,170,2,600,No,Yes,Italian  Mexican  Lebanese  Continental NewDelhi Jasola Price2 TableBooking_No Delivery_Yes
18285180,Wok On Wheels,New Delhi,Jasola,Chinese,3.8,80,2,550,No,Yes,Chinese NewDelhi Jasola Price2 TableBooking_No Delivery_Yes
